id,chinese,pinyin,english,priority,quality,word1,word1_english,word2,word2_english,word3,word3_english,word4,word4_english,sentence,sentence_pinyin,sentence_english
5052,发热门诊,fā rè mén zhěn,fever clinic,7,,,,,,,,,,发热门诊接待发烧病人,fā rè mén zhěn jiē dài fā shāo bìng rén,The fever clinic receives patients with fever
5053,法师,fǎ shī,mage,7,4,法律,law,大师,master,,,,,法师在战斗中施法,fǎ shī zài zhàn dòu zhōng shī fǎ,The mage cast spells during battle
5054,凡尔赛,fán ěr sài,humblebragging;Versailles,7,,,,,,,,,,她总是说话很凡尔赛,tā zǒng shì shuōhuà hěn fáněrsài,she always humblebrags
5055,范式,fàn shì,normalization (data),7,4,规范,norm,式,style,,,,,数据库设计遵循第三范式,shù jù kù shè jì zūn xún dì sān fàn shì,Database design follows the third normal form
5056,翻新,fān xīn,to refurbish,7,2,翻,flip over,新,new,,,,,房子刚翻新过。,fáng zi gāng fān xīn guò.,The house was just renovated.
5057,方差,fāng chā,variance,7,2,方,square,差异,difference,,,,,方差越大说明数据波动越大,fāng chā yuè dà shuō míng shù jù bō dòng yuè dà,the larger the variance the greater the data fluctuation
5058,放疗科,fàng liáo kē,radiotherapy;radiation oncology,7,,,,,,,,,,放疗科负责癌症放射治疗,fàng liáo kē fù zé ái zhèng fàng shè zhì liáo,The radiotherapy department handles cancer radiation therapy
5059,放疗中心,fàng liáo zhōng xīn,radiotherapy center,7,,,,,,,,,,放疗中心配备先进设备,fàng liáo zhōng xīn pèi bèi xiān jìn shè bèi,The radiotherapy center is equipped with advanced equipment
5060,放屁虫,fàng pì chóng,stink bug,7,2,放屁,fart,虫子,insect,,,,,孩子抓到了一只放屁虫。,hái zi zhuā dào le yì zhī fàng pì chóng,The kid caught a stink bug.
5061,放射科,fàng shè kē,radiology,7,4,放射,radiation,科,department,,,,,放射科负责X光检查,fàng shè kē fù zé X guāng jiǎn chá,The radiology department handles X-ray exams
5062,访问控制,fǎng wèn kòng zhì,access control,7,,,,,,,,,,服务器有访问控制,fú wù qì yǒu fǎng wèn kòng zhì,The server has access control
5063,翡翠绿,fěi cuì lǜ,emerald green,7,4,翡翠,jadeite,绿色,green,,,,,翡翠绿给人高贵感,fěi cuì lǜ gěi rén gāo guì gǎn,Emerald green feels luxurious
5064,肺功,fèi gōng,pulmonary,7,,,,,,,,,,医生检查了他的肺功能,yī shēng jiǎn chá le tā de fèi gōng néng,The doctor checked his lung function
5065,匪徒,fěi tú,bandit;gangster,7,,,,,,,,,,警察抓住了匪徒,jǐng chá zhuā zhù le fěi tú,The police caught the bandit
5066,粉红,fěn hóng,pink red,7,4,粉色,pink,红色,red,,,,,粉红色常见于甜品店,fěn hóng sè cháng jiàn yú tián pǐn diàn,Pink is common in dessert shops
5067,分类,fēn lèi,classification,7,1,分,to divide,类,type,,,,,这个问题可以用分类算法解决,zhè gè wèn tí kě yǐ yòng fēn lèi suàn fǎ jiě jué,this problem can be solved with a classification algorithm
5068,坟墓,fén mù,grave;tomb,7,,-,,,,,,,,这座坟墓已有上百年历史。,zhè zuò fénmù yǐ yǒu shàng bǎi nián lìshǐ,This grave is over a hundred years old.
5069,愤怒的小鸟,fèn nù de xiǎo niǎo,angry birds,7,3,愤怒,anger,的,adjectival suffix,小,small,鸟,bird,愤怒的小鸟曾风靡全球。,fèn nù de xiǎo niǎo céng fēng mí quán qiú.,angry birds once swept the world.
5070,讽刺喜剧,fěng cì xǐ jù,satirical comedy,7,4,讽刺,satire,喜剧,comedy,,,,,讽刺喜剧常反映社会问题。,fěng cì xǐ jù cháng fǎn yìng shè huì wèn tí.,satirical comedy often reflects social issues.
5071,凤凰,fèng huáng,Phoenix,7,,,,,,,,,,凤凰以阳光充足和沙漠风景而闻名。,fèng huáng yǐ yáng guāng chōng zú hé shā mò fēng jǐng ér wén míng.,Phoenix is known for its abundant sunshine and desert scenery.
5072,峰会,fēng huì,summit (meeting),7,3,顶峰,peak,会议,meeting,,,,,多国领导人出席了这次峰会。,duō guó lǐng dǎo rén chū xí le zhè cì fēng huì.,leaders from many countries attended the summit.
5073,疯狂动物城,fēng kuáng dòng wù chéng,Zootopia,7,2,疯狂,crazy,动物,animals,城市,city,,,我周末又看了一遍《疯狂动物城》。,wǒ zhōu mò yòu kàn le yí biàn fēng kuáng dòng wù chéng.,i watched zootopia again over the weekend.
5074,缝纫机,féng rèn jī,sewing machine,7,4,缝纫,to sew,机,machine,,,,,奶奶用缝纫机做衣服,nǎi nai yòng féng rèn jī zuò yī fú,Grandma makes clothes with a sewing machine
5075,风湿免疫科,fēng shī miǎn yì kē,rheumatology and immunology department,7,,,,,,,,,,风湿免疫科治疗关节炎患者,fēng shī miǎn yì kē zhì liáo guān jié yán huàn zhě,The rheumatology department treats arthritis patients
5076,风土人情,fēng tǔ rén qíng,local customs and practices,7,,,,,,,,,,我们要尊重当地的风土人情,Wǒmen yào zūnzhòng dāngdì de fēngtǔ rénqíng,We should respect the local customs and culture
5077,缝隙,fèng xì,crack,7,,,,,,,,,,阳光从窗帘的缝隙照进来,yáng guāng cóng chuāng lián de fèng xì zhào jìn lái,sunlight shines through the gap in the curtain
5078,佛罗里达,fó luó lǐ dá,Florida,7,,,,,,,,,,佛罗里达有很多海滩,fóluólǐdá yǒu hěn duō hǎitān,Florida has many beaches
5079,佛跳墙,fó tiào qiáng,Buddha Jumps Over the Wall (seafood dish),7,5,佛,Buddha,跳,to jump,墙,wall,,,佛跳墙是一道名贵的菜,fó tiào qiáng shì yī dào míng guì de cài,Buddha Jumps Over the Wall is a famous delicacy
5080,复旦大学,fù dàn dà xué,fudan university,7,4,恢复,to recover;reinstate,元旦,New Years Day,大学,university,,,复旦大学在上海。,fù dàn dà xué zài shàng hǎi.,fudan university is in shanghai.
5081,复活节,fù huó jié,Easter,7,1,重复,repeat,生活,life,节日,festival,,,很多国家都会庆祝复活节。,hěn duō guó jiā dōu huì qìng zhù fù huó jié.,Many countries celebrate Easter.
5082,服务台,fú wù tái,service desk,7,,,,,,,,,,请到服务台咨询,qǐng dào fú wù tái zī xún,Please ask at the service desk
5083,阜阳,Fùyáng,Fuyang,7,5,阜,mound,阳光,sunlight,,,,,阜阳是安徽省西北部的重要城市。,fù yáng shì ān huī shěng xī běi bù de zhòng yào chéng shì,Fuyang is an important city in the northwest of Anhui Province.
5084,福州,Fúzhōu,Fuzhou,7,4,幸福,happiness,州,state,,,,,福州的三坊七巷保存了许多古老的建筑。,fú zhōu de sān fāng qī xiàng bǎo cún le xǔ duō gǔ lǎo de jiàn zhù,Fuzhou’s Sanfang Qixiang preserves many ancient buildings.
5085,钙,gài,calcium,7,,,,,,,,,,牛奶富含钙,niú nǎi fù hán gài,Milk is rich in calcium
5086,改建,gǎi jiàn,to remodel;rebuild;renovate,7,2,改变,change,建设,build,,,,,这栋楼将被改建。,zhè dòng lóu jiāng bèi gǎi jiàn,This building will be renovated.
5087,肝病门诊,gān bìng mén zhěn,liver disease clinic,7,,,,,,,,,,他去肝病门诊做检查,tā qù gān bìng mén zhěn zuò jiǎn chá,He went to the liver disease clinic for an exam
5088,肝胆胰外科,gān dǎn yí wài kē,hepatobiliary and pancreatic surgery department,7,4,肝脏,liver,胆囊,gall bladder,胰腺,pancreas,外科,surgery department,肝胆胰外科的技术非常先进。,gān dǎn yí wài kē de jì shù fēi cháng xiān jìn。,The hepatobiliary and pancreatic surgery department has advanced techniques。
5089,甘地,gān dì,Mahatma Gandhi,7,,-,,,,,,,,甘地倡导非暴力。,gān dì chàng dǎo fēi bào lì.,gandhi advocated nonviolence.
5090,干旱,gān hàn,drought,7,,-,,,,,,,,干旱影响农业。,gān hàn yǐng xiǎng nóng yè.,drought affects agriculture.
5091,干活,gàn huó,to work manual labor,7,3,干嘛,what to do,生活,life,,,,,他一个人能把所有活都干完,tā yí gè rén néng bǎ suǒ yǒu huó dōu gàn wán,He can finish all the work alone
5092,杠杆,gàng gǎn,lever;financial leverage,7,,,,,,,,,,这个工具就像杠杆一样,zhè gè gōng jù jiù xiàng gàng gǎn yī yàng,This tool works like a lever
5093,钢铁侠,gāng tiě xiá,Iron Man,7,4,钢铁,steel,侠,knight;hero,,,,,钢铁侠依靠高科技战斗。,gāng tiě xiá yī kào gāo kē jì zhàn dòu.,iron man fights using high technology.
5094,赣州,Gànzhōu,Ganzhou,7,4,赣江,Gan River,州,state,,,,,赣州是一座有着深厚客家文化的城市。,gàn zhōu shì yī zuò yǒu zhe shēn hòu kè jiā wén huà de chéng shì,Ganzhou is a city with deep Hakka cultural roots.
5095,搞对象,gǎo duì xiàng,to be seeing someone,7,,,,,,,,,,他终于搞对象了。,tā zhōng yú gǎo duì xiàng le.,He finally got a partner.
5096,高尔夫球杆,gāo ěr fū qiú gǎn,golf club,7,3,高尔夫,golf,球,ball,杆,rod,,,他新买了一根高尔夫球杆。,tā xīn mǎi le yī gēn gāo ěr fū qiú gǎn.,He bought a new golf club.
5097,睾丸酮,gāo wán tóng,testosterone,7,3,睾丸,testicle,酮,ketone,,,,,医生抽血检查睾丸酮水平,yīshēng chōuxuè jiǎnchá gāowán tóng shuǐpíng,the doctor drew blood to check testosterone levels
5098,割韭菜,gē jiǔ cài,get exploited,7,3,割,cut,韭菜,chives,,,,,股市里很多人被割韭菜,gǔshì lǐ hěn duō rén bèi gē jiǔcài,many people are exploited in the stock market
5099,歌剧魅影,gē jù mèi yǐng,phantom of the opera,7,4,歌剧,opera,魅影,phantom,,,,,歌剧魅影很受欢迎。,gē jù mèi yǐng hěn shòu huān yíng.,the phantom of the opera is popular.
5100,跟风,gēn fēng,follow the trend,7,3,跟,to follow,风,wind,,,,,很多人喜欢跟风,hěnduō rén xǐhuān gēnfēng,Many people like to follow the trend
5101,跟踪,gēn zōng,to stalk,7,3,跟着,to follow,失踪,to be missing,,,,,有人在后面跟踪我。,yǒu rén zài hòu miàn gēn zōng wǒ,Someone was following me.
5102,公安,gōng ān,public security,7,,,,,,,,,,有事就找公安,youshi jiu zhao gongan,If something happens go to the police
5103,工具猫,gōng jù māo,"cat who only wants food, not love",7,,,,,,,,,,他家的猫是个工具猫每天只要吃的，从不理他。,tā jiā de māo shì gè gōng jù māo，měi tiān zhǐ yào chī de，cóng bù lǐ tā.,His cat is a Tool Cat，it only wants food every day and never pays attention to him.
5104,恭王府,gōng wáng fǔ,"Prince Gong Mansion (Beijing), historic Qing dynasty mansion",7,4,恭敬,congrats,王子,prince,府,mansion,,,恭王府保存得比较完整。,gōng wáng fǔ bǎo cún de bǐ jiào wán zhěng,Prince Gong’s Mansion is well preserved.
5105,狗熊,gǒu xióng,black bear,7,3,狗,dog,熊,bear,,,,,山里有一只大狗熊,shān lǐ yǒu yī zhī dà gǒu xióng,there is a big bear in the mountains
5106,谷爱凌,gǔ ài líng,Eileen Gu,7,,-,,,,,,,,谷爱凌在冬奥会上表现出色。,gǔ ài líng zài dōng ào huì shàng biǎo xiàn chū sè.,eileen gu performed excellently at the winter olympics.
5107,孤儿,gū ér,orphan,7,1,孤独,lonely,儿童,child,,,,,这个故事讲的是一个孤儿的成长。,zhè gè gù shì jiǎng de shì yí gè gū ér de chéng zhǎng。,The story is about an orphan’s growth.
5108,姑妈,gū mā,aunt;father’s sister (formal),7,3,姑姑,father’s sister,妈,mom,,,,,姑妈常常寄土特产给我,gū mā cháng cháng jì tǔ tè chǎn gěi wǒ,My aunt often sends me local specialties
5109,姑嫂,gū sǎo,sister-in-law relationship,7,5,姑姑,aunt,嫂子,sister-in-law,,,,,她们的姑嫂关系很好。,tāmen de gūsǎo guānxì hěn hǎo,Their sister-in-law relationship is very good.
5110,古铜色,gǔ tóng sè,bronze color,7,3,古代,ancient,铜,copper,颜色,color,,,古铜色肌肤很健康,gǔ tóng sè jī fū hěn jiàn kāng,Bronze skin looks healthy
5111,骨头库巴,gǔ tóu kù bā,Dry Bones,7,,,,,,,,,,骨头库巴掷出了特殊骰子,gǔ tóu kù bā zhì chū le tè shū shǎi zi,Dry Bones rolled a special dice
5112,管家,guǎn jiā,butler,7,2,管理,manage,家庭,family,,,,,酒店有专属管家服务。,jiǔ diàn yǒu zhuān shǔ guǎn jiā fú wù.,The hotel provides dedicated butler service.
5113,观望,guān wàng,to wait and see,7,4,观察,observe,希望,hope,,,,,很多人选择观望。,hěn duō rén xuǎn zé guān wàng,Many choose to wait and see.
5114,官宣,guān xuān,make relationship public,7,3,官,official,宣布,to announce,,,,,他们昨天终于官宣了恋情,tāmen zuótiān zhōngyú guān xuān le liànqíng,they finally made their relationship official yesterday
5115,贵族,guì zú,nobility,7,2,贵,expensive,民族,ethnic group,,,,,他出生于贵族家庭。,tā chū shēng yú guì zú jiā tíng.,He was born into a noble family.
5116,规格型号,guīgé xínghào,Specification model,7,,,,,,,,,,-,-,-
5117,锅铲,guō chǎn,spatula,7,2,锅,pot,铲子,shovel,,,,,他用锅铲翻炒蔬菜,tā yòng guōchǎn fānchǎo shūcài,he used a spatula to stir fry vegetables
5118,国防,guó fáng,national defense,7,4,国家,country,防御,defense,,,,,国防安全是国家安全的重要组成部分。,guó fáng ān quán shì guó jiā ān quán de zhòng yào zǔ chéng bù fèn.,national defense is an important part of national security.
5119,国际足联,guó jì zú lián,FIFA,7,3,国际,international,足球,football,联合,union,,,国际足联举办了世界杯。,guó jì zú lián jǔ bàn le shì jiè bēi.,FIFA organized the World Cup.
5120,国家地理,guó jiā dì lǐ,national geographic,7,3,国家,nation,地理,geography,,,,,国家地理杂志很有名。,guó jiā dì lǐ zá zhì hěn yǒu míng.,national geographic is well known.
5121,过拟合,guò nǐ hé,overfitting,7,2,过度,excessive,模拟,simulation;imitation,适合,to fit,,,如果模型过拟合它在新数据上表现会很差,rú guǒ mó xíng guò nǐ hé tā zài xīn shù jù shàng biǎo xiàn huì hěn chà,if the model is overfitted it will perform badly on new data
5122,哈利波特,hā lì bō tè,Harry Potter,7,,-,,,,,,,,哈利波特深受青少年喜爱。,hā lì bō tè shēn shòu qīng shào nián xǐ ài.,harry potter is loved by teenagers.
5123,海飞丝,hǎi fēi sī,Head & Shoulders,7,4,海,sea,飞,fly,丝,silk,,,他用海飞丝洗头。,tā yòng hǎi fēi sī xǐ tóu.,he uses head & shoulders shampoo.
5124,海螺沟,hǎi luó gōu,"Hailuogou Glacier (Sichuan), glacier and scenic valley",7,3,海洋,sea,螺,spiral shell,沟,ditch,,,海螺沟可以看到冰川。,hǎi luó gōu kě yǐ kàn dào bīng chuān,You can see glaciers in Hailuogou.
5125,海王星,hǎi wáng xīng,Neptune,7,2,海,sea,王,king,星,star,,,海王星气候寒冷。,hǎi wáng xīng qì hòu hán lěng.,neptune has a cold climate.
5126,旱冰鞋,hàn bīng xié,roller skates,7,2,干旱,drought,冰,ice,鞋,shoes,,,他穿着旱冰鞋在广场上滑行,tā chuānzhuó hàn bīngxié zài guǎngchǎng shàng huáxíng,He is skating in the square wearing roller skates
5127,邯郸,Hándān,Handan,7,6,邯,(uncommon),郸,(uncommon),,,,,"邯郸历史悠久, 是文化古城",Hándān lì shǐ yōu jiǔ，shì wén huà gǔ chéng,Handan has a long history and is an ancient cultural city
5128,好心人,hǎo xīn rén,good samaritan;good hearted person,7,,,,,,,,,,幸亏有个好心人帮忙,Xìngkuī yǒu gè hǎoxīnrén bāngmáng,Fortunately a kind person helped
5129,蚝油,háo yóu,oyster sauce,7,4,蚝,oyster,油,oil,,,,,炒菜时可以加一点蚝油。,chǎo cài shí kě yǐ jiā yì diǎn háo yóu.,You can add a bit of oyster sauce when stir-frying.
5130,盒饭,hé fàn,box lunch,7,4,盒,box,饭,meal,,,,,我买了一个盒饭,wǒ mǎi le yī gè hé fàn,I bought a boxed meal
5131,荷花,hé huā,lotus,7,,-,,,,,,,,荷花在池塘里开放。,hé huā zài chí táng lǐ kāi fàng.,lotus flowers bloom in ponds.
5132,河内,hé nèi,Hanoi,7,,,,,,,,,,河内是越南的首都,hé nèi shì yuè nán de shǒu dū,Hanoi is the capital of Vietnam
5133,核心运动,hé xīn yùn dòng,core exercise,7,,,,,,,,,,平板支撑是一种很好的核心运动,píngbǎn zhīchēng shì yī zhǒng hěn hǎo de héxīn yùndòng,Planking is a very good core exercise
5134,核医学科,hé yī xué kē,nuclear medicine,7,4,核心,nucleus;core,医,medicine,学科,science,,,核医学科进行放射性检查,hé yī xué kē jìn xíng fàng shè xìng jiǎn chá,The nuclear medicine department conducts radioactive scans
5135,黑豹,hēi bào,Black Panther,7,4,黑,black,豹,panther,,,,,黑豹的战衣非常先进。,hēi bào de zhàn yī fēi cháng xiān jìn.,black panther’s suit is very advanced.
5136,黑产,hēi chǎn,illegal industry,7,3,黑,black,产品,product,,,,,警方正在打击网络黑产。,jǐng fāng zhèng zài dǎ jī wǎng luò hēi chǎn.,The police are cracking down on cybercrime industries.
5137,黑五,hēi wǔ,black friday,7,4,黑,black,周五,Friday,,,,,黑五的时候很多商品会打折。,hēi wǔ de shí hou hěn duō shāng pǐn huì dǎ zhé,Many products go on sale during Black Friday.
5138,黑眼圈,hēi yǎn quān,dark circles under the eyes,7,3,黑,black,眼睛,eye,圆圈,circle,,,最近熬夜，黑眼圈很重。,"zuì jìn áo yè, hēi yǎn quān hěn zhòng.","I've been staying up late, so my dark circles are bad."
